Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	URL	Matchbegin corpus position	Matchend corpus position
47	btb_001_1853_002_199_330_e353	war , machte sich durch gekrönte Preisschriften und Abhandlungen über	statist	, und histör . Verhältnisse unsers Landes bekannt , wofür	war_VAFIN ,_$, machte_VVFIN sich_PRF durch_APPR gekrönte_ADJA Preisschriften_NN und_KON Abhandlungen_NN über_APPR	statist_NN	,_$, und_KON histör_ADJD ._$. Verhältnisse_NN unsers_PPOSAT Landes_NN bekannt_VVPP ,_$, wofür_PWAV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=46	934983	934983
48	btb_001_1853_002_199_330_e353	p«K . 224. ^nàrê , esssi sur 19 270 la	statistique	du C. de Berne . 1828. p. 214-15 . Sillier	p«K_NN ._$. 224._ADJA ^nàrê_NN ,_$, esssi_ADJA sur_NN 19_CARD 270_CARD la_FM	statistique_VVFIN	du_PPER C._NE de_NE Berne_NN ._$. 1828._ADJA p._APPR 214-15_CARD ._$. Sillier_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=47	935285	935285
49	btb_001_1853_002_199_330_e353	betreffenbe« Serf . Sr färb mit bem Kange 27« I«	statistique	àu àe Lerne . 1828. p. 214-15 . Tillier ,	betreffenbe«_ADJA Serf_NN ._$. Sr_NE färb_VVFIN mit_APPR bem_ADJA Kange_NN 27«_ADJA I«_NN	statistique_VVFIN	àu_NE àe_NE Lerne_NN ._$. 1828._ADJA p._APPR 214-15_CARD ._$. Tillier_NN ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=48	935661	935661
50	btb_001_1853_002_199_330_e353	, Stiftschaffner und Venner , ein durch gründliche topographische und	statist	. Arbeiten ausgezeichneter Staatsmann , dessen topographische Beschreibung des ehema-	,_$, Stiftschaffner_NN und_KON Venner_NN ,_$, ein_ART durch_APPR gründliche_ADJA topographische_ADJA und_KON	statist_ADJD	._$. Arbeiten_NN ausgezeichneter_ADJA Staatsmann_NN ,_$, dessen_PRELAT topographische_ADJA Beschreibung_NN des_ART ehema-_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=49	940335	940335
51	btb_001_1853_002_199_330_e353	Berne . 1827. p. 226. Andre , essai sur la	statistique	du canton de Berne . 1828. Geneve et Paris ,	Berne_NN ._$. 1827._ADJA p._APPR 226._ADJA Andre_NE ,_$, essai_ADJA sur_NN la_FM	statistique_VVFIN	du_PPER canton_NE de_NE Berne_NN ._$. 1828._ADJA Geneve_NN et_FM Paris_NE ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=50	943824	943824
52	btb_001_1853_002_199_330_e353	SonserfationSler . „ Steiger . " Andre essai sur la	statistique	du C. de Berne . 1828. p. 218—19 . Simmermann	SonserfationSler_NN ._$. „_$( Steiger_VVIMP ._$. "_$( Andre_NE essai_ADJA sur_NN la_FM	statistique_VVFIN	du_PPER C._NE de_NE Berne_NN ._$. 1828._ADJA p._APPR 218—19_NN ._$. Simmermann_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=51	950621	950621
53	btb_001_1853_002_199_330_e353	aber besonders dnrch schönwissenschaftliche , histo¬ rischen , geographische und	statistische	Kenntnisse aus , wie aus seinen vielen Arbeiten in verschiedenen	aber_ADV besonders_ADV dnrch_NN schönwissenschaftliche_ADJA ,_$, histo¬_ADJA rischen_ADJA ,_$, geographische_ADJA und_KON	statistische_ADJA	Kenntnisse_NN aus_PTKVZ ,_$, wie_KOUS aus_APPR seinen_PPOSAT vielen_PIAT Arbeiten_NN in_APPR verschiedenen_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=52	956478	956478
54	btb_001_1853_002_199_330_e353	1827. p. 225. ^ . ndrê , esssi sur Is	statist	. 6u 0. cle Lerne . 1828. p. 216. Tillier	1827._ADJA p._APPR 225._ADJA ^_XY ._$. ndrê_ADJA ,_$, esssi_ADJA sur_NN Is_NN	statist_VVFIN	._$. 6u_NE 0._ADJA cle_NE Lerne_NN ._$. 1828._ADJA p._APPR 216._ADJA Tillier_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=53	960869	960869
55	skb_004_1867_000_360_452_e665	dieses Jahres der allgemeine Bericht und die summarische Zusammenstellung der	forftstatistischen	Er¬ gebnisse " in deutscher und französischer Sprache veröffentlicht .	dieses_PDAT Jahres_NN der_ART allgemeine_ADJA Bericht_NN und_KON die_ART summarische_ADJA Zusammenstellung_NN der_ART	forftstatistischen_ADJA	Er¬_ADJA gebnisse_NN "_$( in_APPR deutscher_ADJA und_KON französischer_ADJA Sprache_NN veröffentlicht_VVPP ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=54	1010307	1010307
56	skb_004_1867_000_360_452_e665	chung zu machen . Diese Thatsachen , welche durch die	statistischen	Aufnahmen er¬ mittelt wurden , sprechen so deutlich , daß	chung_NN zu_PTKZU machen_VVINF ._$. Diese_PDAT Thatsachen_NN ,_$, welche_PRELS durch_APPR die_ART	statistischen_ADJA	Aufnahmen_NN er¬_VVFIN mittelt_ADJD wurden_VAFIN ,_$, sprechen_VVFIN so_ADV deutlich_ADJD ,_$, daß_KOUS	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=55	1011053	1011053
57	dns_002_1809_005_119_152_e429	Bevölkerung stärker war , als vor - und nachher .	Monatstabell5	der Geburten von Splügen , Medels nnd Sufers , in	Bevölkerung_NN stärker_ADJD war_VAFIN ,_$, als_KOUS vor_ADV -_$( und_KON nachher_ADV ._$.	Monatstabell5_NN	der_ART Geburten_NN von_APPR Splügen_NN ,_$, Medels_NN nnd_NE Sufers_NN ,_$, in_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=56	1048240	1048240
58	dns_002_1809_005_119_152_e429	' Z ? i47>l8 ? Z « 4 73 IZ2	Monatstabelle	der Geburten von Spingen allein in 6« Jahren . A	'_$( Z_NN ?_$. i47>l8_NE ?_$. Z_NN «_$( 4_CARD 73_CARD IZ2_ADJA	Monatstabelle_NN	der_ART Geburten_NN von_APPR Spingen_NN allein_ADV in_APPR 6«_ADJA Jahren_NN ._$. A_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=57	1048435	1048435
59	skb_004_1858_000_250_289_e424	gedruckter Bericht der Erziehungsdirek¬ tion über jenes Gesetz , mit	statistischen	Angaben reichlich aus¬ gestattet , begleitete den Entwurf an den	gedruckter_ADJA Bericht_NN der_ART Erziehungsdirek¬_ADJA tion_NN über_APPR jenes_PDAT Gesetz_NN ,_$, mit_APPR	statistischen_ADJA	Angaben_NN reichlich_PIAT aus¬_NN gestattet_VVPP ,_$, begleitete_VVFIN den_ART Entwurf_NN an_APPR den_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=58	1070313	1070313
60	dsr_003_1801_004_467_475_e1376	aber nicht von Wichtigkeit gefunden haben , statt der in	tabellarischer	Form Ihnen vorgelegten , eine andere minder summarische »nd hinge-	aber_ADV nicht_PTKNEG von_APPR Wichtigkeit_NN gefunden_VVPP haben_VAFIN ,_$, statt_APPR der_PRELS in_APPR	tabellarischer_ADJA	Form_NN Ihnen_PPER vorgelegten_ADJA ,_$, eine_ART andere_PIS minder_ADJD summarische_ADJA »nd_NN hinge-_TRUNC	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=59	1137369	1137369
61	slz_001_1856_001_145_178_e8	allg. Pädagogik und speziellen Schulkunde ; Berichte ( historische und	statistische	) über das Schulwesen in den verschiedenen Kantonen ; Nachrichten	allg._ADJA Pädagogik_NN und_KON speziellen_ADJA Schulkunde_NN ;_$. Berichte_NN (_$( historische_ADJA und_KON	statistische_ADJA	)_$( über_APPR das_ART Schulwesen_NN in_APPR den_ART verschiedenen_ADJA Kantonen_NN ;_$. Nachrichten_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=60	1189903	1189903
62	syn_001_1860_000_16_71_e104	Exemplare angeschafft werden ; in Kirchbühl in Stäfa fehlt das	Sprachtabellenwerk	; in Wettsweil die geometrische Aufgabensamm¬ lung . In vielen	Exemplare_NN angeschafft_VVPP werden_VAINF ;_$. in_APPR Kirchbühl_NN in_APPR Stäfa_NE fehlt_VVFIN das_ART	Sprachtabellenwerk_NN	;_$. in_APPR Wettsweil_NN die_ART geometrische_ADJA Aufgabensamm¬_NN lung_NN ._$. In_APPR vielen_PIAT	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=61	1208859	1208859
63	syn_001_1860_000_16_71_e104	Scherr's Lesebuch für Nepetirschulen , Eberhards Lesebuch , Lütbi's Noten-	tabellenwerk	, Reliefs , Karten , Globen , physikalische und auch	Scherr's_VVFIN Lesebuch_NN für_APPR Nepetirschulen_NN ,_$, Eberhards_NE Lesebuch_NN ,_$, Lütbi's_VVFIN Noten-_TRUNC	tabellenwerk_NN	,_$, Reliefs_NN ,_$, Karten_NN ,_$, Globen_NN ,_$, physikalische_ADJA und_KON auch_ADV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=62	1208912	1208912
64	slz_002_1866_011_393_400_e52	Hier begegnen wir der großen Summe jener Bilderbücher und Bilder-	tabellen	, welche die einzelnen Gegenstände von ihren natürlichen Beziehungen zu	Hier_ADV begegnen_VVFIN wir_PPER der_ART großen_ADJA Summe_NN jener_PDAT Bilderbücher_NN und_KON Bilder-_TRUNC	tabellen_ADJA	,_$, welche_PRELS die_ART einzelnen_ADJA Gegenstände_NN von_APPR ihren_PPOSAT natürlichen_ADJA Beziehungen_NN zu_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=63	1282028	1282028
65	skb_004_1861_000_71_82_e440	nächsten Jahresbericht können zudem nothwendig scheinende Er¬ gänzungen , namentlich	statistische	Erhebungen angebracht , und inzwischen gemachte Erfahrungen und Beobachtungen des	nächsten_ADJA Jahresbericht_NN können_VMFIN zudem_ADV nothwendig_ADJD scheinende_ADJA Er¬_ADJA gänzungen_NN ,_$, namentlich_ADJD	statistische_ADJA	Erhebungen_NN angebracht_VVPP ,_$, und_KON inzwischen_ADV gemachte_ADJA Erfahrungen_NN und_KON Beobachtungen_NN des_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=64	1287290	1287290
66	skz_004_1864_000_37_44_e46	der Größe und Zahl der Schulhäuser und nicht nach den	statistischen	Tabellen der staatlichen Erziehungsbehörden , sondern er zählt unter die	der_ART Größe_NN und_KON Zahl_NN der_ART Schulhäuser_NN und_KON nicht_PTKNEG nach_APPR den_ART	statistischen_ADJA	Tabellen_NN der_ART staatlichen_ADJA Erziehungsbehörden_NN ,_$, sondern_KON er_PPER zählt_VVFIN unter_APPR die_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=65	1293776	1293776
67	bmb_001_1861_012_138_143_e340	wenigstens auch für uns sehr lehrreiche Winke ertheilt . Im	statistischen	Theile , ebenfalls von Herrn Major Roth in Wan¬ gen	wenigstens_ADV auch_ADV für_APPR uns_PPER sehr_ADV lehrreiche_ADJA Winke_NN ertheilt_VVFIN ._$. Im_APPRART	statistischen_ADJA	Theile_NE ,_$, ebenfalls_ADV von_APPR Herrn_NN Major_NN Roth_NE in_APPR Wan¬_NN gen_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=66	1299099	1299099
68	bmb_001_1861_012_138_143_e340	im Verhältniß zur Be¬ völkerung uns gleichkommt , ist nicht	statistisch	ermittelt , möchte aber wohl zu bezweifeln sein ; dennoch	im_APPRART Verhältniß_NN zur_APPRART Be¬_ADJA völkerung_NN uns_PPER gleichkommt_VVFIN ,_$, ist_VAFIN nicht_PTKNEG	statistisch_ADJD	ermittelt_VVPP ,_$, möchte_VMFIN aber_ADV wohl_ADV zu_PTKZU bezweifeln_VVINF sein_VAINF ;_$. dennoch_ADV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=67	1299835	1299835
69	slz_002_1868_013_81_88_e13	ein Jahr Anschauungsunterricht genossen , Wohl zu übersehen . Was	Gesangtabellenwerke	anbetrifft , verdient das im Jahre IS66 von Schimbli »	ein_ART Jahr_NN Anschauungsunterricht_NN genossen_VVPP ,_$, Wohl_ADV zu_PTKZU übersehen_VVINF ._$. Was_PWS	Gesangtabellenwerke_NN	anbetrifft_VVFIN ,_$, verdient_VVFIN das_PDS im_APPRART Jahre_NN IS66_NN von_APPR Schimbli_NN »_$(	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=68	1391431	1391431
70	skb_001_1814_000_369_384_e725	nicht ganz die nämlichen waren , auch keine regel¬ mäßigen	Justiztabellen	, wie schon bemerkt , geführt wurden . Auf den	nicht_PTKNEG ganz_ADV die_ART nämlichen_ADJA waren_VAFIN ,_$, auch_ADV keine_PIAT regel¬_ADJA mäßigen_ADJA	Justiztabellen_NN	,_$, wie_KOUS schon_ADV bemerkt_VVPP ,_$, geführt_VVPP wurden_VAFIN ._$. Auf_APPR den_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=69	1488385	1488385
71	skb_001_1814_000_369_384_e725	) Expeditionen auswarfen , über welchen Geschäftskreis übri¬ gens die	Justiztabellen	nähere Auskunft ertheilen . ** ) Von seinen Erkanntnissen pflegten	)_$( Expeditionen_NN auswarfen_VVFIN ,_$, über_APPR welchen_PRELS Geschäftskreis_NN übri¬_ADJD gens_VVFIN die_ART	Justiztabellen_NN	nähere_ADJA Auskunft_NN ertheilen_VVFIN ._$. **_NN )_$( Von_APPR seinen_PPOSAT Erkanntnissen_NN pflegten_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=70	1489741	1489741
72	skz_004_1866_000_29_36_e37	Ausfluß seines Pflichtbewußtseins geneigt aufnehmen zu wollen . Solothurn .	Kirchlich-statistische	Notizen . Der fast ausschließlich ka- tholische Kanton Solothurn zählt	Ausfluß_NN seines_PPOSAT Pflichtbewußtseins_NN geneigt_VVPP aufnehmen_VVINF zu_PTKZU wollen_VMINF ._$. Solothurn_NN ._$.	Kirchlich-statistische_ADJA	Notizen_NN ._$. Der_ART fast_ADV ausschließlich_ADV ka-_ADJD tholische_ADJA Kanton_NN Solothurn_NN zählt_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=71	1554296	1554296
73	skz_004_1865_000_58_67_e69	Bisthuins Chur " ist der Jahrgang 1863 erschienen , ein	statistisch-historisches	Werk , das dem Bis- thum Chur zur Ehre gereicht	Bisthuins_NN Chur_NE "_$( ist_VAFIN der_ART Jahrgang_NN 1863_CARD erschienen_VVPP ,_$, ein_ART	statistisch-historisches_ADJA	Werk_NN ,_$, das_PRELS dem_ART Bis-_TRUNC thum_NN Chur_NE zur_APPRART Ehre_NN gereicht_VVPP	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=72	1662084	1662084
74	bso_002_1870_003_165_168_e45	! Zug Im Rechenschaftsberichte von 1869 finden wir mehrere interessante	statistische	Angaben und Mittheilungen , die das Schulwesen dieses , sammt	!_$. Zug_NN Im_APPRART Rechenschaftsberichte_NN von_APPR 1869_CARD finden_VVFIN wir_PPER mehrere_PIAT interessante_ADJA	statistische_ADJA	Angaben_NN und_KON Mittheilungen_NN ,_$, die_PRELS das_ART Schulwesen_NN dieses_PDAT ,_$, sammt_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=73	1681884	1681884
75	skb_004_1864_000_15_59_e656	von Neuenstadt . Ans der vorliegenden Darstellung und der nachfolgenden	Uebersichtstabelle	ergibt sich , daß im Berichtjahr , gegen¬ über dem	von_APPR Neuenstadt_NN ._$. Ans_APPRART der_ART vorliegenden_ADJA Darstellung_NN und_KON der_ART nachfolgenden_ADJA	Uebersichtstabelle_NN	ergibt_VVFIN sich_PRF ,_$, daß_KOUS im_APPRART Berichtjahr_NN ,_$, gegen¬_VVFIN über_APPR dem_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=74	1763833	1763833
76	skb_004_1864_000_15_59_e656	Saanen . Statistik . Im Berichtsjahr erschien das vom kantonalen	statistischen	Bureau ausgearbeitete dritte Heft der Beiträge zur Statistik des Kantons	Saanen_NE ._$. Statistik_NN ._$. Im_APPRART Berichtsjahr_NN erschien_VVFIN das_PDS vom_APPRART kantonalen_ADJA	statistischen_ADJA	Bureau_NN ausgearbeitete_ADJA dritte_ADJA Heft_NN der_ART Beiträge_NN zur_APPRART Statistik_NN des_ART Kantons_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=75	1782239	1782239
77	skb_004_1864_000_15_59_e656	der Ergebnisse früherer Volkszählungen enthält . Der neri gegründeten schweizerischen	statistischen	Gesellschaft wurde für das Jahr 1865 ein Beitrag von Fr.	der_ART Ergebnisse_NN früherer_ADJA Volkszählungen_NN enthält_VVFIN ._$. Der_ART neri_NE gegründeten_ADJA schweizerischen_ADJA	statistischen_ADJA	Gesellschaft_NN wurde_VAFIN für_APPR das_ART Jahr_NN 1865_CARD ein_ART Beitrag_NN von_APPR Fr._NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=76	1782277	1782277
78	skb_004_1864_000_15_59_e656	, zugesichert und gleichzeitig ihr Anerbieten , den Staatsbehörden bei	statistischen	Erhebungen behülflich zu sein , verdankt . Der bisherige Direktor	,_$, zugesichert_VVPP und_KON gleichzeitig_ADJD ihr_PPOSAT Anerbieten_NN ,_$, den_ART Staatsbehörden_NN bei_APPR	statistischen_ADJA	Erhebungen_NN behülflich_ADJD zu_PTKZU sein_VAINF ,_$, verdankt_VVPP ._$. Der_ART bisherige_ADJA Direktor_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=77	1782326	1782326
79	skb_004_1864_000_15_59_e656	, daß die Formulare sür die Aufnahme der Geburts- und	Sterbetabelleu	und die für diesen Zweck sowie 25 für die Ermittlung	,_$, daß_KOUS die_ART Formulare_NN sür_VVFIN die_ART Aufnahme_NN der_ART Geburts-_TRUNC und_KON	Sterbetabelleu_NN	und_KON die_ART für_APPR diesen_PDAT Zweck_NN sowie_KON 25_CARD für_APPR die_ART Ermittlung_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=78	1782449	1782449
80	skb_004_1864_000_15_59_e656	vollständigere ersetzt worden sind , ist der : das eidgenössische	statistische	Bureau beabsichtigt , Formulare und Instruktionen für die ganze Schweiz	vollständigere_ADJA ersetzt_VVPP worden_VAPP sind_VAFIN ,_$, ist_VAFIN der_ART :_$. das_ART eidgenössische_ADJA	statistische_ADJA	Bureau_NN beabsichtigt_VVPP ,_$, Formulare_NN und_KON Instruktionen_NN für_APPR die_ART ganze_ADJA Schweiz_NE	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=79	1782525	1782525
81	bso_002_1869_002_5_8_e4	darum schließlich auch diesem Falle noch unsere Aufmerksamkeit ! Unsere	Schulstatistik	zeigt allerdings , daß verhältnißmäßig mehr Lehrer ihren Stand wechseln	darum_PAV schließlich_ADV auch_ADV diesem_PDAT Falle_NN noch_ADV unsere_PPOSAT Aufmerksamkeit_NN !_$. Unsere_PPOSAT	Schulstatistik_NN	zeigt_VVFIN allerdings_ADV ,_$, daß_KOUS verhältnißmäßig_ADJD mehr_PIAT Lehrer_NN ihren_PPOSAT Stand_NN wechseln_VVINF	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=80	1783813	1783813
82	vsb_001_1858_005_355_356_e348	br. neu 2 ' « l Lutz , M. Bollständiges	geographisch-statistisches	Hand-Lexikon der schweiz. Eid¬ genossenschaft . Neu bearbeitet vou Sprecher	br._NN neu_ADJD 2_CARD '_$( «_$( l_NN Lutz_NE ,_$, M._NE Bollständiges_NN	geographisch-statistisches_ADJA	Hand-Lexikon_NN der_ART schweiz._ADJA Eid¬_NN genossenschaft_VVPP ._$. Neu_ADJD bearbeitet_VVFIN vou_NE Sprecher_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=81	1799154	1799154
83	slz_001_1858_003_5_36_e4	das Wichtigste aus der Geschichte der Päda- gogik und genaue	statistische	Mittheilungen über den Zustand der Erziehung und des Unterrichts bei	das_ART Wichtigste_NN aus_APPR der_ART Geschichte_NN der_ART Päda-_TRUNC gogik_NN und_KON genaue_ADJA	statistische_ADJA	Mittheilungen_NN über_APPR den_ART Zustand_NN der_ART Erziehung_NN und_KON des_ART Unterrichts_NN bei_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=82	1850212	1850212
84	skz_004_1859_000_11_16_e17	. Glück auf ! -»'Das eidgenössische Departement des Innern wünscht	statistische	Berichte über die „ Vereine " in der Schweiz ,	._$. Glück_NN auf_PTKVZ !_$. -»'Das_NN eidgenössische_ADJA Departement_NN des_ART Innern_NN wünscht_VVFIN	statistische_ADJA	Berichte_NN über_APPR die_ART „_$( Vereine_NN "_$( in_APPR der_ART Schweiz_NE ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=83	1856520	1856520
85	bmb_001_1867_018_9_18_e203	ziehenden Folgerungen . Preisfrage Kanton Graubünden sAuszug aus der vom	statistischen	Buren » herausgegebenen Tabelle . ) I. Bezirk Plessur .	ziehenden_ADJA Folgerungen_NN ._$. Preisfrage_NN Kanton_NN Graubünden_NN sAuszug_NN aus_APPR der_ART vom_APPRART	statistischen_ADJA	Buren_NN »_$( herausgegebenen_ADJA Tabelle_NN ._$. )_$( I._NE Bezirk_NN Plessur_NN ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=84	1867135	1867135
86	slz_002_1866_011_361_368_e48	durchschnittlich 12 im Jahre . Die Lehrerzeitung hat in den	statistischen	Artikeln ( 1864 ) auf das Unzureichende der Durchschnittsangaben hingewiesen	durchschnittlich_ADJD 12_CARD im_APPRART Jahre_NN ._$. Die_ART Lehrerzeitung_NN hat_VAFIN in_APPR den_ART	statistischen_ADJA	Artikeln_NN (_$( 1864_CARD )_$( auf_APPR das_ART Unzureichende_NN der_ART Durchschnittsangaben_NN hingewiesen_VVPP	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=85	1899352	1899352
87	slz_002_1866_011_361_368_e48	Was die Schulversäumnisse betrifft , so ergiebt sich aus der	statistischen	Tabelle , daß der verantworteten Absenzen 67,734 , der strafbaren	Was_PWS die_ART Schulversäumnisse_NN betrifft_VVFIN ,_$, so_ADV ergiebt_VVFIN sich_PRF aus_APPR der_ART	statistischen_ADJA	Tabelle_NN ,_$, daß_KOUS der_ART verantworteten_ADJA Absenzen_NN 67,734_CARD ,_$, der_ART strafbaren_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=86	1899394	1899394
88	skb_001_1814_000_488_499_e731	, andern fiel die Mühe lästig auf ; die ersten	tabellarischen	Berichte geriethen sehr unvoll¬ kommen ; die Formulare der Rechnungen	,_$, andern_PIS fiel_VVFIN die_ART Mühe_NN lästig_ADJD auf_PTKVZ ;_$. die_ART ersten_ADJA	tabellarischen_ADJA	Berichte_NN geriethen_NE sehr_ADV unvoll¬_ADJD kommen_VVINF ;_$. die_ART Formulare_NN der_ART Rechnungen_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=87	1904888	1904888
89	skb_001_1814_000_488_499_e731	Zuverlässigkeit nahe kommen . Doch wäre es jedenfalls gewagt ,	statistische	Resultate daraus zu ziehen . Alle zwei Jahre wurden diese	Zuverlässigkeit_NN nahe_PTKVZ kommen_VVINF ._$. Doch_ADV wäre_VAFIN es_PPER jedenfalls_ADV gewagt_ADJD ,_$,	statistische_ADJA	Resultate_NN daraus_PAV zu_PTKZU ziehen_VVINF ._$. Alle_PIAT zwei_CARD Jahre_NN wurden_VAFIN diese_PDAT	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=88	1904924	1904924
