Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	URL	Matchbegin corpus position	Matchend corpus position
48	bso_002_1868_001_97_102_e26	war an Blüthen und Sonnenschein . — Zwar konnte eine	Zählung	der Häupter den berühmt gewordenen Ausspruch entlocken : -„Ich sehe	war_VAFIN an_APPR Blüthen_NN und_KON Sonnenschein_NN ._$. —_NN Zwar_ADV konnte_VMFIN eine_ART	Zählung_NN	der_ART Häupter_NN den_ART berühmt_ADJD gewordenen_ADJA Ausspruch_NN entlocken_VVINF :_$. -„Ich_ADJD sehe_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=47	6311997	6311997
49	bmb_001_1863_014_69_74_e275	und [UNREADABLE] 42 Abwesende außer dem Kanion . Die let/te amtliche	Zählung	erfolgte 1866 und zwar sollte dieselbe in der ganzen Schweiz	und_KON [UNREADABLE]_[UNREADABLE] 42_NN Abwesende_NN außer_APPR dem_ART Kanion_NN ._$. Die_ART let/te_ADJA amtliche_ADJA	Zählung_NN	erfolgte_VVFIN 1866_CARD und_KON zwar_ADV sollte_VMFIN dieselbe_PDS in_APPR der_ART ganzen_ADJA Schweiz_NE	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=48	6879031	6879031
50	bmb_001_1863_014_69_74_e275	der männ¬ lichen . In der Schweiz sind laut letzter	Zählung	in 4'/z Kantonen mehr männliche und in den übri¬ gen	der_ART männ¬_ADJA lichen_ADJA ._$. In_APPR der_ART Schweiz_NE sind_VAFIN laut_APPR letzter_ADJA	Zählung_NN	in_APPR 4'/z_NN Kantonen_NN mehr_ADV männliche_ADJA und_KON in_APPR den_ART übri¬_NN gen_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=49	6879478	6879478
51	bmb_001_1863_014_69_74_e275	Gemeindsbürg , r wohnen , und daß laut letzter Volks¬	zählung	nur ölt'/z"/ » Schweizerbürgcr in ihrer Heimatb sich befinden ,	Gemeindsbürg_NN ,_$, r_ADJD wohnen_VVFIN ,_$, und_KON daß_KOUS laut_APPR letzter_ADJA Volks¬_NN	zählung_NN	nur_ADV ölt'/z"/_ADJA »_$( Schweizerbürgcr_NN in_APPR ihrer_PPOSAT Heimatb_NN sich_PRF befinden_VVFIN ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=50	6879877	6879877
52	bmb_001_1863_014_69_74_e275	Verhältnisse der Bevölkerung in Bezug ans die Konfession . Die	Zählung	von 1869 ergiebt im Kanton 59769 Protestanten . 39945 Katholiken	Verhältnisse_NN der_ART Bevölkerung_NN in_APPR Bezug_NN ans_APPRART die_ART Konfession_NN ._$. Die_ART	Zählung_NN	von_APPR 1869_CARD ergiebt_NN im_APPRART Kanton_NN 59769_CARD Protestanten_NN ._$. 39945_CARD Katholiken_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=51	6880473	6880473
53	skz_004_1860_000_493_496_e606	, in Dänemark 1 , in Norddcutschland 1. Nach dieser	Zählung	sind unter den 275 Millionen Einwohnern Europa's 146 Millionen Katholiken	,_$, in_APPR Dänemark_NE 1_CARD ,_$, in_APPR Norddcutschland_NN 1._ADV Nach_APPR dieser_PDAT	Zählung_NN	sind_VAFIN unter_APPR den_ART 275_CARD Millionen_NN Einwohnern_NN Europa's_VVFIN 146_CARD Millionen_NN Katholiken_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=52	6884220	6884220
54	bmb_001_1861_012_200_207_e392	dahin aufzutreibenden Schafe besonders be¬ nannt werden . Aus der	Zählung	fallen ! 1 ) die Sentensticre und Alpfohlen ( Hengste	dahin_PAV aufzutreibenden_ADJA Schafe_NN besonders_ADV be¬_ADJD nannt_VVPP werden_VAINF ._$. Aus_APPR der_ART	Zählung_NN	fallen_VVINF !_$. 1_CARD )_$( die_ART Sentensticre_NN und_KON Alpfohlen_NN (_$( Hengste_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=53	7050645	7050645
55	apm_001_1844_020_21_22_e233	gezählt werden . Ausnahmsweise hat in Tro- gen eine solche	Zählung	in den vier Monaten Juni bis September 1843 stattgefunden .	gezählt_VVPP werden_VAINF ._$. Ausnahmsweise_ADV hat_VAFIN in_APPR Tro-_TRUNC gen_APPR eine_ART solche_PIAT	Zählung_NN	in_APPR den_ART vier_CARD Monaten_NN Juni_NN bis_KON September_NN 1843_CARD stattgefunden_VVPP ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=54	7174567	7174567
56	btb_001_1859_008_134_201_e299	: c. vorhan¬ den ; nach der Plünderung ergab eine	Zählung	vom 22. Nov. 1793 nur noch 3S Kanonen , 13	:_$. c._NN vorhan¬_VVFIN den_PDS ;_$. nach_APPR der_ART Plünderung_NN ergab_VVFIN eine_ART	Zählung_NN	vom_APPRART 22._ADJA Nov._NN 1793_CARD nur_ADV noch_ADV 3S_NN Kanonen_NN ,_$, 13_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=55	7271970	7271970
57	skz_001_1836_005_359_366_e407	Verhält- nisse mit den Nichtkatholiken vermehrt haben . Nach vorgenommener	Zählung	betrug die Zahl der Katholiken — Nichtkatholiken im Jahre 1828	Verhält-_TRUNC nisse_NN mit_APPR den_ART Nichtkatholiken_NN vermehrt_VVPP haben_VAFIN ._$. Nach_APPR vorgenommener_ADJA	Zählung_NN	betrug_VVFIN die_ART Zahl_NN der_ART Katholiken_NN —_ADJA Nichtkatholiken_NN im_APPRART Jahre_NN 1828_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=56	7321901	7321901
58	skz_001_1836_005_359_366_e407	seinen Grund . — Ucbri- gcnS glauben Manche , die	Zählung	der Bewohner ihrer Religion nach gewähre keine Gewißheit und die	seinen_PPOSAT Grund_NN ._$. —_ADJA Ucbri-_TRUNC gcnS_NN glauben_VVFIN Manche_PIS ,_$, die_ART	Zählung_NN	der_ART Bewohner_NN ihrer_PPOSAT Religion_NN nach_APPO gewähre_VVFIN keine_PIAT Gewißheit_NN und_KON die_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=57	7322343	7322343
59	skz_001_1836_005_359_366_e407	aus Katholiken . Und doch soll in Potsdam nach der	Zählung	von 1828 die ka- tholische Gemeinde nur aus 003 Personen	aus_APPR Katholiken_NN ._$. Und_KON doch_ADV soll_VMFIN in_APPR Potsdam_NE nach_APPR der_ART	Zählung_NN	von_APPR 1828_CARD die_ART ka-_TRUNC tholische_ADJA Gemeinde_NN nur_ADV aus_APPR 003_CARD Personen_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=58	7322430	7322430
60	skz_001_1836_005_359_366_e407	003 übersteigen mag . In Berlin , wo nach der	Zählung	von 1828 nur 4614 Katholiken leben , schätzen die Katholiken	003_CARD übersteigen_VVINF mag_VMFIN ._$. In_APPR Berlin_NE ,_$, wo_PWAV nach_APPR der_ART	Zählung_NN	von_APPR 1828_CARD nur_ADV 4614_CARD Katholiken_NN leben_VVFIN ,_$, schätzen_VVFIN die_ART Katholiken_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=59	7322472	7322472
61	skb_002_1844_000_36_73_e287	Ans dcn 31. December fand auch dieses Jahr wieder eine	Zählung	dcr Landfaßen nach den vorhandenen Stamm- quartiercn statt ; merkwürdiger	Ans_APPRART dcn_NE 31._ADJA December_NN fand_VVFIN auch_ADV dieses_PDAT Jahr_NN wieder_ADV eine_ART	Zählung_NN	dcr_NE Landfaßen_NN nach_APPR den_ART vorhandenen_ADJA Stamm-_TRUNC quartiercn_NE statt_PTKVZ ;_$. merkwürdiger_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=60	7373813	7373813
62	skb_002_1844_000_36_73_e287	ergab sich eine Vermin¬ derung von dreizehn Köpfen gegen die	Zählung	im Jahre 1843 , sie beträgt diefes Jahr nur 2770.	ergab_VVFIN sich_PRF eine_ART Vermin¬_ADJA derung_NN von_APPR dreizehn_CARD Köpfen_NN gegen_APPR die_ART	Zählung_NN	im_APPRART Jahre_NN 1843_CARD ,_$, sie_PPER beträgt_VVFIN diefes_ADJA Jahr_NN nur_ADV 2770._ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=61	7373835	7373835
63	ajb_001_1855_002_99_132_e350	übereinstimmend mit der bei Anlass der Hausbe- suchung 1834 vorgenommenen	Zählung	der schulpflichtigen Kinder , dass die Tagschüler vom 6. —	übereinstimmend_ADJD mit_APPR der_ART bei_APPR Anlass_NN der_ART Hausbe-_TRUNC suchung_NN 1834_CARD vorgenommenen_ADJA	Zählung_NN	der_ART schulpflichtigen_ADJA Kinder_NN ,_$, dass_KOUS die_ART Tagschüler_NN vom_APPRART 6._ADJA —_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=62	7496054	7496054
64	ajb_001_1870_010_92_104_e363	Gemeinde- und Korporationssteuern 1,003,567 Fr. erhoben , was nach der	Zählung	von 1860 auf den Kopf 5 Fr. 54 Rp. ausmacht	Gemeinde-_TRUNC und_KON Korporationssteuern_NN 1,003,567_CARD Fr._NN erhoben_VVPP ,_$, was_PRELS nach_APPR der_ART	Zählung_NN	von_APPR 1860_CARD auf_APPR den_ART Kopf_NN 5_CARD Fr._NN 54_CARD Rp._NN ausmacht_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=63	7514866	7514866
65	skz_001_1832_001_129_140_e263	aus den Beiträgen ihrer Glaubensgenossen erhalten . Nach der neuesten	Zählung	leben in Nieder-Kanada 403,472 katholische Christen , und 62,464 Akatholiken	aus_APPR den_ART Beiträgen_NN ihrer_PPOSAT Glaubensgenossen_NN erhalten_VVPP ._$. Nach_APPR der_ART neuesten_ADJA	Zählung_NN	leben_VVFIN in_APPR Nieder-Kanada_NE 403,472_CARD katholische_ADJA Christen_NN ,_$, und_KON 62,464_CARD Akatholiken_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=64	7593343	7593343
66	bso_002_1870_003_41_44_e16	Ansicht über die Schöpfung . Anschließend an die mosaische Er-	zählung	und Ansicht von der Schöpfung entwickelte der Vor- tragende das	Ansicht_NN über_APPR die_ART Schöpfung_NN ._$. Anschließend_ADJD an_APPR die_ART mosaische_ADJA Er-_TRUNC	zählung_NN	und_KON Ansicht_NN von_APPR der_ART Schöpfung_NN entwickelte_VVFIN der_ART Vor-_TRUNC tragende_ADJA das_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=65	7913964	7913964
67	vsb_001_1860_007_14_18_e9	reif werden soll , daß er das Thatsächliche einer Er¬	zählung	richtig , vollständig und zusammenhängend auffassen lernt . Dann erst	reif_ADJD werden_VAINF soll_VMFIN ,_$, daß_KOUS er_PPER das_ART Thatsächliche_NN einer_ART Er¬_ADJA	zählung_NN	richtig_ADJD ,_$, vollständig_ADJD und_KON zusammenhängend_ADJD auffassen_VVINF lernt_VVFIN ._$. Dann_ADV erst_ADV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=66	7939425	7939425
68	skb_001_1833_000_24_44_e394	dargeboten hatte . 44 - Eine im Jahre 1833 vorgenommene	Zählung	der Land¬ sassen giebt folgende Refnltate : Landfassen 2042 GlaSholzcr	dargeboten_VVPP hatte_VAFIN ._$. 44_CARD -_$( Eine_ART im_APPRART Jahre_NN 1833_CARD vorgenommene_ADJA	Zählung_NN	der_ART Land¬_NN sassen_VVFIN giebt_ADJA folgende_ADJA Refnltate_NN :_$. Landfassen_ADV 2042_CARD GlaSholzcr_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=67	8068445	8068445
69	skb_002_1842_000_29_70_e308	Wie in frühern Jahren fand auch Ende Decembers 1842 eine	Zählung	der Landsaßen statt . Das Resultat ist folgendes : 1	Wie_KOUS in_APPR frühern_ADJA Jahren_NN fand_VVFIN auch_ADV Ende_NN Decembers_NN 1842_CARD eine_ART	Zählung_NN	der_ART Landsaßen_NN statt_PTKVZ ._$. Das_ART Resultat_NN ist_VAFIN folgendes_ADJA :_$. 1_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=68	8081259	8081259
70	slz_002_1866_011_369_376_e49	daß sich die deutsche Sprache derselben vorzugsweise in der Er-	zählung	bedient , so daß man sie füglich auch die Zeit-	daß_KOUS sich_PRF die_ART deutsche_ADJA Sprache_NN derselben_PDAT vorzugsweise_ADJD in_APPR der_ART Er-_TRUNC	zählung_NN	bedient_VVPP ,_$, so_ADV daß_KOUS man_PIS sie_PPER füglich_ADV auch_ADV die_ART Zeit-_TRUNC	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=69	8285259	8285259
71	skz_002_1852_005_101_108_e438	tons aufmerklam . Die Zahl derselben beträgt nach der offiziellen	Zählung	bereits über 39W , und dieselben besitzen sieben Schulen Die	tons_ADJA aufmerklam_NE ._$. Die_ART Zahl_NN derselben_PDS beträgt_VVFIN nach_APPR der_ART offiziellen_ADJA	Zählung_NN	bereits_ADV über_APPR 39W_ADJA ,_$, und_KON dieselben_PDS besitzen_VVFIN sieben_CARD Schulen_NN Die_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=70	8664869	8664869
72	dns_002_1808_004_136_158_e436	Casti nnd Slugien . ! Z2 Nach Herrn Pfarrer Pols	Zählung	war in , Jahr 1780 die Bevölkerung : « «	Casti_NE nnd_NE Slugien_NN ._$. !_$. Z2_NE Nach_APPR Herrn_NN Pfarrer_NN Pols_NN	Zählung_NN	war_VAFIN in_APPR ,_$, Jahr_NN 1780_CARD die_ART Bevölkerung_NN :_$. «_$( «_$(	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=71	9011418	9011418
73	skz_004_1862_000_413_418_e559	; deS hl. Seraphin von Montc-Granario und endlich die Er-	zählung	zweier Gräber cingcflochten sind . Der Verfasser bezweckt in diesem	;_$. deS_ADJA hl._ADJA Seraphin_NE von_APPR Montc-Granario_NN und_KON endlich_ADV die_ART Er-_TRUNC	zählung_NN	zweier_ADJA Gräber_NN cingcflochten_VVPP sind_VAFIN ._$. Der_ART Verfasser_NN bezweckt_VVFIN in_APPR diesem_PDAT	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=72	9053074	9053074
74	skb_004_1853_000_19_58_e337	wurde zum Behuf der Anfertigung einer schwciz . Etappenkarte eine	Zählung	der Häuser und Scheunen in allen Gemeinden - 43 -	wurde_VAFIN zum_APPRART Behuf_NN der_ART Anfertigung_NN einer_ART schwciz_NN ._$. Etappenkarte_NN eine_ART	Zählung_NN	der_ART Häuser_NN und_KON Scheunen_NN in_APPR allen_PIAT Gemeinden_NN -_$( 43_CARD -_$(	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=73	9127451	9127451
75	skz_001_1839_008_286_293_e325	Diöccse St. Gallen begreift in sich 99,678 ( nach der	Zählung	von 4837 ) katholische Einwohner , 402 Pfarreien , 70	Diöccse_NE St._NE Gallen_NN begreift_VVFIN in_APPR sich_PRF 99,678_CARD (_$( nach_APPR der_ART	Zählung_NN	von_APPR 4837_CARD )_$( katholische_ADJA Einwohner_NN ,_$, 402_CARD Pfarreien_NN ,_$, 70_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=74	9149089	9149089
76	skb_002_1840_000_300_332_e564	. Landsaßencorporatiott . Bei der auf Ende Christmonats 1341 vorgenommenen	Zählung	der Landsaßen und Glasholzer ergab sich folgendes Resultat : 38	._$. Landsaßencorporatiott_NN ._$. Bei_APPR der_ART auf_APPR Ende_NN Christmonats_NN 1341_CARD vorgenommenen_ADJA	Zählung_NN	der_ART Landsaßen_NN und_KON Glasholzer_NN ergab_VVFIN sich_PRF folgendes_ADJA Resultat_NN :_$. 38_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=75	9498429	9498429
77	ajb_001_1870_010_79_91_e362	wenig von der allgemeinen Rasse unterschei- ^ Nach der eidgenössischen	Zählung	im Jahr 18KK genau 14,963 Stück . 79 det ,	wenig_ADV von_APPR der_ART allgemeinen_ADJA Rasse_NN unterschei-_TRUNC ^_XY Nach_APPR der_ART eidgenössischen_ADJA	Zählung_NN	im_APPRART Jahr_NN 18KK_NN genau_ADJD 14,963_CARD Stück_NN ._$. 79_CARD det_ADJA ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=76	9728217	9728217
78	ass_001_1837_003_73_77_e933	Versäumnisse , so wie die'Vcrspätungcn aller Schüler zusammengezählt , diese	Zählung	in die betreffenden Rubriken der Schultabellen eingetragen und diese Tabellen	Versäumnisse_NN ,_$, so_ADV wie_KOUS die'Vcrspätungcn_NE aller_PIAT Schüler_NN zusammengezählt_VVPP ,_$, diese_PDAT	Zählung_NN	in_APPR die_ART betreffenden_ADJA Rubriken_NN der_ART Schultabellen_NN eingetragen_VVPP und_KON diese_PDAT Tabellen_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=77	10036191	10036191
79	gdv_001_1856_011_7_167_e11	Großen Rathes vom 4. März 1856 , wonach eine solche	Zählung	im laufenden Jahre vorzunehmen ist , » auf den Antrag	Großen_NN Rathes_NE vom_APPRART 4._ADJA März_NN 1856_CARD ,_$, wonach_PWAV eine_ART solche_PIAT	Zählung_NN	im_APPRART laufenden_ADJA Jahre_NN vorzunehmen_VVIZU ist_VAFIN ,_$, »_$( auf_APPR den_ART Antrag_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=78	10202422	10202422
80	gdv_001_1856_011_7_167_e11	genügende Anzahl von Personen zu be- zeichnen , welche die	Zählung	( nöthigenfallS in verschie¬ denen Bezirken oder Quartieren der Gemeinde	genügende_ADJA Anzahl_NN von_APPR Personen_NN zu_APPR be-_TRUNC zeichnen_VVFIN ,_$, welche_PRELS die_ART	Zählung_NN	(_$( nöthigenfallS_NN in_APPR verschie¬_ADJA denen_PRELS Bezirken_NN oder_KON Quartieren_NN der_ART Gemeinde_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=79	10202511	10202511
81	gdv_001_1856_011_7_167_e11	, welche den Ge¬ meinderäthen zu Handen der mit der	Zählung	Beauf¬ tragten Übermacht werden , - sind alle Perfonen aufzuneh¬	,_$, welche_PRELS den_ART Ge¬_ADJA meinderäthen_NN zu_APPR Handen_NN der_ART mit_APPR der_ART	Zählung_NN	Beauf¬_ADJA tragten_ADJA Übermacht_NN werden_VAINF ,_$, -_$( sind_VAFIN alle_PIAT Perfonen_NN aufzuneh¬_VVIZU	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=80	10202546	10202546
82	gdv_001_1856_011_7_167_e11	alle Perfonen aufzuneh¬ men , welche sich im Augenblicke der	Zählung	in der betreffenden Gemeinde aufhalten , mit einziger Ausnahme der	alle_PIAT Perfonen_NN aufzuneh¬_VVIZU men_VVFIN ,_$, welche_PRELS sich_PRF im_APPRART Augenblicke_NN der_ART	Zählung_NN	in_APPR der_ART betreffenden_ADJA Gemeinde_NN aufhalten_VVINF ,_$, mit_APPR einziger_ADJA Ausnahme_NN der_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=81	10202564	10202564
83	gdv_001_1856_011_7_167_e11	des Kantons Bern haben . Art. 4. Die mit der	Zählung	Beauftragten haben jede in ihrer Gemeinde , oder in dem	des_ART Kantons_NN Bern_NE haben_VAINF ._$. Art._NN 4._ADJA Die_ART mit_APPR der_ART	Zählung_NN	Beauftragten_NN haben_VAFIN jede_PIS in_APPR ihrer_PPOSAT Gemeinde_NN ,_$, oder_KON in_APPR dem_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=82	10202593	10202593
84	gdv_001_1856_011_7_167_e11	gabe der hienach folgenden Instruktion . Art. 5. Sobald die	Zählung	vollendet ist , sollen in den ausgefüllten Zählungstabellen die in	gabe_VVFIN der_ART hienach_NE folgenden_ADJA Instruktion_NN ._$. Art._NN 5._ADJA Sobald_KOUS die_ART	Zählung_NN	vollendet_VVPP ist_VAFIN ,_$, sollen_VMFIN in_APPR den_ART ausgefüllten_ADJA Zählungstabellen_NN die_ART in_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=83	10202646	10202646
85	gdv_001_1856_011_7_167_e11	jede Gemeinde gemacht , die Tabellen von den mit der	Zählung	Beauf¬ tragten unterfchrieben und fogleich an den Gemeindraths- präsidenten abgegeben	jede_PIAT Gemeinde_NN gemacht_VVPP ,_$, die_ART Tabellen_NN von_APPR den_ART mit_APPR der_ART	Zählung_NN	Beauf¬_ADJA tragten_ADJA unterfchrieben_TRUNC und_KON fogleich_NN an_APPR den_ART Gemeindraths-_TRUNC präsidenten_NN abgegeben_VVPP	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=84	10202673	10202673
86	gdv_001_1856_011_7_167_e11	über die Richtigkeit der Tabellen obwalten , sofort eine neue	Zählung	veranstalten . Die 14Z — ^ g. Oktober richtig befundenen	über_APPR die_ART Richtigkeit_NN der_ART Tabellen_NN obwalten_VVINF ,_$, sofort_ADV eine_ART neue_ADJA	Zählung_NN	veranstalten_VVINF ._$. Die_ART 14Z_NN —_ADJA ^_XY g._ADJA Oktober_NN richtig_ADJD befundenen_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=85	10202728	10202728
87	gdv_001_1856_011_7_167_e11	sind deutlich genug einzutragen , damit bei nochmaliger Kontrollirung der	Zählung	kein Zweifel darüber bestehen könne , welche Personen darunter verstanden	sind_VAFIN deutlich_ADJD genug_ADV einzutragen_VVIZU ,_$, damit_KOUS bei_APPR nochmaliger_ADJA Kontrollirung_NN der_ART	Zählung_NN	kein_PIAT Zweifel_NN darüber_PAV bestehen_VVINF könne_VMFIN ,_$, welche_PRELS Personen_NN darunter_PAV verstanden_VVPP	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=86	10203203	10203203
88	gdv_001_1856_011_7_167_e11	abtheilung vorkommen kann . § . 15. Nach Vollendung der	Zählung	ist auf jeder ausgefüllten Tabelle der Zusammenzug sämmtlicher im §	abtheilung_NN vorkommen_VVINF kann_VMFIN ._$. §_NN ._$. 15._ADJA Nach_APPR Vollendung_NN der_ART	Zählung_NN	ist_VAFIN auf_APPR jeder_PIAT ausgefüllten_ADJA Tabelle_NN der_ART Zusammenzug_NN sämmtlicher_ADJD im_APPRART §_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=87	10203897	10203897
89	gdv_001_1856_011_7_167_e11	übereinstimmen . S. 16. Im Uebrigen haben die mit der	Zählung	Beauftragten sich an die Vorschriften der Verordnung über die Volkszählung	übereinstimmen_VVINF ._$. S._ADV 16._ADJA Im_APPRART Uebrigen_NN haben_VAFIN die_ART mit_APPR der_ART	Zählung_NN	Beauftragten_NN sich_PRF an_APPR die_ART Vorschriften_NN der_ART Verordnung_NN über_APPR die_ART Volkszählung_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=88	10204010	10204010
90	skz_001_1841_010_298_305_e467	, traten zuerst wieder aus , ehe der Herr die	Zählung	geboten hatte . Die söge- nannte Reformation deS 16. Jahrhunderts	,_$, traten_VVFIN zuerst_ADV wieder_ADV aus_PTKVZ ,_$, ehe_KOUS der_ART Herr_NN die_ART	Zählung_NN	geboten_VVPP hatte_VAFIN ._$. Die_ART söge-_TRUNC nannte_VVFIN Reformation_NN deS_ADJA 16._ADJA Jahrhunderts_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=89	10647890	10647890
91	skb_002_1839_000_21_86_e313	stetS sich mehren und häufen ' ) Bevölkerung nach de«	Zählung	von tsts : ZS2«5« . t83t : 380972. 4836 :	stetS_NN sich_PRF mehren_VVINF und_KON häufen_VVFIN '_$( )_$( Bevölkerung_NN nach_APPR de«_ADJA	Zählung_NN	von_APPR tsts_NN :_$. ZS2«5«_NE ._$. t83t_NE :_$. 380972._ADJA 4836_CARD :_$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=90	10662017	10662017
