Position,Token,Absolute Häufigkeit 1835-1870,Relative Häufigkeit 1835-1870,Absolute Häufigkeit 1800-1834,Relative Häufigkeit 1800-1837,+/-,Log ratio,Log Likelihood
1656,Anwesend,639.0,10.53,51.0,3.81,+,1.47,65.5
1657,Angedeuteten,451.0,7.43,36.0,2.69,+,1.47,46.22
1658,Pflege,3055.0,50.33,244.0,18.21,+,1.47,312.87
1659,Andeutungen,588.0,9.69,47.0,3.51,+,1.47,60.15
1660,ang,500.0,8.24,40.0,2.99,+,1.46,51.09
1661,circa,2875.0,47.36,230.0,17.17,+,1.46,293.76
1662,Staats¬,437.0,7.2,35.0,2.61,+,1.46,44.58
1663,Sept,1061.0,17.48,85.0,6.34,+,1.46,108.2
1664,Schweizerischen,7388.0,121.72,592.0,44.19,+,1.46,753.22
1665,/z,3107.0,51.19,249.0,18.59,+,1.46,316.69
1666,Außerhalb,1834.0,30.21,147.0,10.97,+,1.46,186.89
1667,biete,499.0,8.22,40.0,2.99,+,1.46,50.84
1668,rasch,1496.0,24.65,120.0,8.96,+,1.46,152.29
1669,Grau,1421.0,23.41,114.0,8.51,+,1.46,144.62
1670,min,2428.0,40.0,195.0,14.56,+,1.46,246.73
1671,Ämtsbezirk,1543.0,25.42,124.0,9.26,+,1.46,156.66
1672,cke,883.0,14.55,71.0,5.3,+,1.46,89.58
1673,Nut,1181.0,19.46,95.0,7.09,+,1.46,119.75
1674,Ausgeschrieben,783.0,12.9,63.0,4.7,+,1.46,79.36
1675,Kandidaten,969.0,15.96,78.0,5.82,+,1.46,98.15
1676,2v,1031.0,16.99,83.0,6.2,+,1.46,104.42
1678,Verlegung,509.0,8.39,41.0,3.06,+,1.45,51.51
1679,Lehrplan,931.0,15.34,75.0,5.6,+,1.45,94.2
1680,3L,633.0,10.43,51.0,3.81,+,1.45,64.04
1681,gn,732.0,12.06,59.0,4.4,+,1.45,74.01
1682,insekten,1228.0,20.23,99.0,7.39,+,1.45,124.12
1683,katholi-,744.0,12.26,60.0,4.48,+,1.45,75.17
1684,gesange,942.0,15.52,76.0,5.67,+,1.45,95.11
1685,unsereS,4759.0,78.4,384.0,28.66,+,1.45,480.45
1686,Schulers,1202.0,19.8,97.0,7.24,+,1.45,121.32
1687,Diözesen,446.0,7.35,36.0,2.69,+,1.45,45.0
1688,Unterzeichnete,978.0,16.11,79.0,5.9,+,1.45,98.58
1689,Träger,755.0,12.44,61.0,4.55,+,1.45,76.08
1690,Beziehungen,1905.0,31.38,154.0,11.49,+,1.45,191.81
1691,Neuester,816.0,13.44,66.0,4.93,+,1.45,82.1
1692,auftreten,1310.0,21.58,106.0,7.91,+,1.45,131.72
1693,bischöfl,692.0,11.4,56.0,4.18,+,1.45,69.57
1694,LehrerS,4316.0,71.1,350.0,26.12,+,1.44,432.65
1695,Aeste,591.0,9.74,48.0,3.58,+,1.44,59.11
1696,befreiung,677.0,11.15,55.0,4.11,+,1.44,67.69
1697,abhülfe,603.0,9.93,49.0,3.66,+,1.44,60.27
1698,Tit.,2189.0,36.06,178.0,13.29,+,1.44,218.57
1699,beseitigt,873.0,14.38,71.0,5.3,+,1.44,87.15
1700,Singt,467.0,7.69,38.0,2.84,+,1.44,46.58
1702,bescheidenen,441.0,7.27,36.0,2.69,+,1.43,43.79
1703,Vermittlung,857.0,14.12,70.0,5.22,+,1.43,85.02
1704,Arbeitsschule,465.0,7.66,38.0,2.84,+,1.43,46.1
1705,Gedeckt,697.0,11.48,57.0,4.25,+,1.43,69.03
1706,verf.,978.0,16.11,80.0,5.97,+,1.43,96.82
1707,Schwarz,2823.0,46.51,231.0,17.24,+,1.43,279.35
1708,dießfalligen,672.0,11.07,55.0,4.11,+,1.43,66.48
1709,Hingebung,672.0,11.07,55.0,4.11,+,1.43,66.48
1710,Schwefelsaure,562.0,9.26,46.0,3.43,+,1.43,55.59
1711,1v,525.0,8.65,43.0,3.21,+,1.43,51.88
1712,Materiellen,1001.0,16.49,82.0,6.12,+,1.43,98.89
1713,Sch.,1086.0,17.89,89.0,6.64,+,1.43,107.23
1714,opposition,732.0,12.06,60.0,4.48,+,1.43,72.26
1715,Besonderen,1122.0,18.48,92.0,6.87,+,1.43,110.7
1716,Gleichzeitig,2364.0,38.95,194.0,14.48,+,1.43,232.95
1717,ka-,2349.0,38.7,193.0,14.41,+,1.43,231.08
1718,Praktisch,1362.0,22.44,112.0,8.36,+,1.42,133.82
1719,Vormittags,620.0,10.21,51.0,3.81,+,1.42,60.89
1720,Dezember,5760.0,94.89,474.0,35.38,+,1.42,565.36
1721,3V,668.0,11.01,55.0,4.11,+,1.42,65.51
1722,Filiale,497.0,8.19,41.0,3.06,+,1.42,48.6
1723,Hessen,812.0,13.38,67.0,5.0,+,1.42,79.38
1724,hiefür,1793.0,29.54,148.0,11.05,+,1.42,175.2
1725,Seminarien,1150.0,18.95,95.0,7.09,+,1.42,112.24
1726,schulwesens,1615.0,26.61,134.0,10.0,+,1.41,156.61
1727,Einzureichen,494.0,8.14,41.0,3.06,+,1.41,47.88
1728,Üebrigen,759.0,12.5,63.0,4.7,+,1.41,73.56
1729,Nachmittag,566.0,9.32,47.0,3.51,+,1.41,54.82
1730,lied,1239.0,20.41,103.0,7.69,+,1.41,119.81
1731,Materielle,721.0,11.88,60.0,4.48,+,1.41,69.61
1732,immerhin,2389.0,39.36,199.0,14.85,+,1.41,230.34
1733,feuchten,744.0,12.26,62.0,4.63,+,1.41,71.69
1734,pyramide,456.0,7.51,38.0,2.84,+,1.41,43.94
1735,bonn,624.0,10.28,52.0,3.88,+,1.41,60.12
1736,ernte,612.0,10.08,51.0,3.81,+,1.41,58.97
1737,schmuck,492.0,8.11,41.0,3.06,+,1.41,47.41
1738,zunge,1272.0,20.96,106.0,7.91,+,1.41,122.56
1739,ent¬,1703.0,28.06,142.0,10.6,+,1.4,163.95
1740,NuntiuS,1067.0,17.58,89.0,6.64,+,1.4,102.67
1742,spitzen,1389.0,22.88,116.0,8.66,+,1.4,133.41
1743,Fächer,2153.0,35.47,180.0,13.44,+,1.4,206.46
1744,Umgestaltung,574.0,9.46,48.0,3.58,+,1.4,55.02
1745,Kirchgemeinden,514.0,8.47,43.0,3.21,+,1.4,49.24
1746,"20,000",1279.0,21.07,107.0,7.99,+,1.4,122.53
1747,Mühen,478.0,7.87,40.0,2.99,+,1.4,45.77
1748,gelöst,1099.0,18.11,92.0,6.87,+,1.4,105.18
1749,sr.,1993.0,32.83,167.0,12.47,+,1.4,190.47
1751,Beten,1810.0,29.82,152.0,11.35,+,1.39,172.42
1752,behandelten,631.0,10.4,53.0,3.96,+,1.39,60.09
1753,Bä,2425.0,39.95,204.0,15.23,+,1.39,230.4
1754,Disziplin,1151.0,18.96,97.0,7.24,+,1.39,109.06
1755,Seftigen,1008.0,16.61,85.0,6.34,+,1.39,95.43
1756,Denkschrift,652.0,10.74,55.0,4.11,+,1.39,61.69
1757,berichtes,474.0,7.81,40.0,2.99,+,1.39,44.82
1758,erfreulichen,474.0,7.81,40.0,2.99,+,1.39,44.82
1759,siebe,509.0,8.39,43.0,3.21,+,1.39,48.05
1760,genügend,840.0,13.84,71.0,5.3,+,1.38,79.24
1761,selige,485.0,7.99,41.0,3.06,+,1.38,45.74
1762,Hrn.,9816.0,161.72,830.0,61.95,+,1.38,925.56
1763,Evangelische,1076.0,17.73,91.0,6.79,+,1.38,101.42
1764,ablauf,733.0,12.08,62.0,4.63,+,1.38,69.07
1765,Höhn,496.0,8.17,42.0,3.13,+,1.38,46.66
1766,gemischten,1299.0,21.4,110.0,8.21,+,1.38,122.2
1767,gewaltigen,673.0,11.09,57.0,4.25,+,1.38,63.29
1768,brei,519.0,8.55,44.0,3.28,+,1.38,48.74
1769,Berücksichtigt,979.0,16.13,83.0,6.2,+,1.38,91.93
1770,mittelalter,813.0,13.39,69.0,5.15,+,1.38,76.22
1771,Jahrgang,1800.0,29.65,153.0,11.42,+,1.38,168.37
1772,Vz,576.0,9.49,49.0,3.66,+,1.38,53.81
1773,takt,670.0,11.04,57.0,4.25,+,1.38,62.58
1774,November,4476.0,73.74,381.0,28.44,+,1.37,417.78
1775,fliegen,740.0,12.19,63.0,4.7,+,1.37,69.05
1776,Berichterstattung,599.0,9.87,51.0,3.81,+,1.37,55.89
1777,Leiche,528.0,8.7,45.0,3.36,+,1.37,49.19
1778,genügende,574.0,9.46,49.0,3.66,+,1.37,53.34
1779,in¬,878.0,14.46,75.0,5.6,+,1.37,81.51
1780,Gemeinsam,737.0,12.14,63.0,4.7,+,1.37,68.34
1781,angelangt,608.0,10.02,52.0,3.88,+,1.37,56.34
1782,+,5856.0,96.48,501.0,37.4,+,1.37,542.38
1783,ausgezeichneter,677.0,11.15,58.0,4.33,+,1.37,62.57
1784,Aristokratie,525.0,8.65,45.0,3.36,+,1.36,48.48
1785,schifffahrt,548.0,9.03,47.0,3.51,+,1.36,50.56
1786,weßhalb,1177.0,19.39,101.0,7.54,+,1.36,108.5
1787,Diözese,2248.0,37.04,193.0,14.41,+,1.36,207.08
1788,auSzusprechen,943.0,15.54,81.0,6.05,+,1.36,86.8
1789,segen,4050.0,66.72,348.0,25.98,+,1.36,372.6
1790,Dreiecks,803.0,13.23,69.0,5.15,+,1.36,73.87
1791,belief,733.0,12.08,63.0,4.7,+,1.36,67.41
1792,Sardinien,733.0,12.08,63.0,4.7,+,1.36,67.41
1793,durch¬,477.0,7.86,41.0,3.06,+,1.36,43.86
1794,HalS,1047.0,17.25,90.0,6.72,+,1.36,96.26
1795,gl.,698.0,11.5,60.0,4.48,+,1.36,64.17
1796,professor,5811.0,95.73,500.0,37.32,+,1.36,533.49
1797,Beaufsichtigung,755.0,12.44,65.0,4.85,+,1.36,69.25
1798,Zus,696.0,11.47,60.0,4.48,+,1.36,63.71
1799,beachtung,1101.0,18.14,95.0,7.09,+,1.36,100.64
1800,wortes,1634.0,26.92,141.0,10.52,+,1.35,149.34
1801,worünter,2478.0,40.82,214.0,15.97,+,1.35,226.2
1802,behandelte,729.0,12.01,63.0,4.7,+,1.35,66.47
1803,Landwirthschaft,1665.0,27.43,144.0,10.75,+,1.35,151.64
1804,RP,2404.0,39.61,208.0,15.53,+,1.35,218.8
1805,Steiger,635.0,10.46,55.0,4.11,+,1.35,57.7
1806,deßhalb,6139.0,101.14,532.0,39.71,+,1.35,557.39
1807,Missionen,1292.0,21.29,112.0,8.36,+,1.35,117.24
1808,jüngsten,876.0,14.43,76.0,5.67,+,1.35,79.39
1809,Gegenüber,6418.0,105.73,557.0,41.58,+,1.35,581.38
1810,schülern,4752.0,78.29,413.0,30.83,+,1.34,429.5
1811,kommission,4934.0,81.29,429.0,32.02,+,1.34,445.65
1812,Examen,828.0,13.64,72.0,5.37,+,1.34,74.77
1813,"40,000",747.0,12.31,65.0,4.85,+,1.34,67.39
1814,Stammt,586.0,9.65,51.0,3.81,+,1.34,52.85
1815,Großbritannien,540.0,8.9,47.0,3.51,+,1.34,48.69
1816,Dk,517.0,8.52,45.0,3.36,+,1.34,46.62
1817,Unterzeichneten,1125.0,18.53,98.0,7.31,+,1.34,101.31
1818,letzteren,1487.0,24.5,130.0,9.7,+,1.34,133.15
1819,mission,3030.0,49.92,265.0,19.78,+,1.34,271.15
1820,Biel,1989.0,32.77,174.0,12.99,+,1.34,177.92
1821,Jerusalem,856.0,14.1,75.0,5.6,+,1.33,76.38
1822,logischen,1323.0,21.8,116.0,8.66,+,1.33,117.92
1823,Anderwärts,1311.0,21.6,115.0,8.58,+,1.33,116.77
1824,OrganiSmuS,695.0,11.45,61.0,4.55,+,1.33,61.84
1825,Genügen,1709.0,28.16,150.0,11.2,+,1.33,152.07
1826,bil-,569.0,9.37,50.0,3.73,+,1.33,50.54
1827,tüchtiger,739.0,12.17,65.0,4.85,+,1.33,65.54
1828,unterstützte,659.0,10.86,58.0,4.33,+,1.33,58.38
1829,organe,1022.0,16.84,90.0,6.72,+,1.33,90.46
1830,geböten,1669.0,27.5,147.0,10.97,+,1.33,147.69
1831,Freiwillige,1158.0,19.08,102.0,7.61,+,1.33,102.46
1832,kultur,1782.0,29.36,157.0,11.72,+,1.32,157.62
1834,Chinesischen,533.0,8.78,47.0,3.51,+,1.32,47.08
1835,schwierige,544.0,8.96,48.0,3.58,+,1.32,48.0
1836,entwicklung,3558.0,58.62,314.0,23.44,+,1.32,313.86
1837,scharf,1529.0,25.19,135.0,10.08,+,1.32,134.77
1838,partei,2910.0,47.94,257.0,19.18,+,1.32,256.39
1839,bibliotheken,645.0,10.63,57.0,4.25,+,1.32,56.77
1840,Betrugen,1516.0,24.98,134.0,10.0,+,1.32,133.39
1841,schul-,4512.0,74.33,399.0,29.78,+,1.32,396.72
1842,Staatsrath,1255.0,20.68,111.0,8.29,+,1.32,110.31
1843,gleichnamigen,554.0,9.13,49.0,3.66,+,1.32,48.69
1844,leider,3776.0,62.21,334.0,24.93,+,1.32,331.87
1845,festeS,1040.0,17.13,92.0,6.87,+,1.32,91.39
1846,festhalten,689.0,11.35,61.0,4.55,+,1.32,60.46
1847,Zuerkannt,508.0,8.37,45.0,3.36,+,1.32,44.54
1848,Letzteres,1230.0,20.26,109.0,8.14,+,1.32,107.78
1849,forderung,2900.0,47.78,257.0,19.18,+,1.32,254.1
1850,Gegen¬,687.0,11.32,61.0,4.55,+,1.31,60.01
1851,Deutsches,518.0,8.53,46.0,3.43,+,1.31,45.24
1852,schildern,529.0,8.72,47.0,3.51,+,1.31,46.16
1853,"50,000",641.0,10.56,57.0,4.25,+,1.31,55.85
1854,winkel,5296.0,87.25,471.0,35.16,+,1.31,461.4
1855,Fabrikanten,988.0,16.28,88.0,6.57,+,1.31,85.86
1856,Nächmittags,1380.0,22.74,123.0,9.18,+,1.31,119.8
1857,Worter,2293.0,37.78,205.0,15.3,+,1.3,198.07
1858,Zeitungen,1453.0,23.94,130.0,9.7,+,1.3,125.35
1859,dutzend,827.0,13.62,74.0,5.52,+,1.3,71.33
1860,anschauungen,793.0,13.06,71.0,5.3,+,1.3,68.33
1861,Graubunden,1898.0,31.27,170.0,12.69,+,1.3,163.45
1862,Laute,926.0,15.26,83.0,6.2,+,1.3,79.65
1863,amtlichen,1338.0,22.04,120.0,8.96,+,1.3,114.98
1864,Einfach,3445.0,56.76,309.0,23.06,+,1.3,295.99
1865,günstiger,657.0,10.82,59.0,4.4,+,1.3,56.34
1866,Anwesenheit,590.0,9.72,53.0,3.96,+,1.3,50.56
1868,Emmenthal,789.0,13.0,71.0,5.3,+,1.29,67.43
1869,Theilnahme,4210.0,69.36,379.0,28.29,+,1.29,359.55
1870,Universitäten,1799.0,29.64,162.0,12.09,+,1.29,153.56
1871,Persönlichen,1097.0,18.07,99.0,7.39,+,1.29,93.3
1872,kantonen,4842.0,79.77,437.0,32.62,+,1.29,411.8
1873,Regierungsrath,4606.0,75.88,416.0,31.05,+,1.29,391.26
1874,Stadtrath,785.0,12.93,71.0,5.3,+,1.29,66.52
1875,ê.,10824.0,178.32,980.0,73.15,+,1.29,915.76
1876,eingetreten,1378.0,22.7,125.0,9.33,+,1.28,116.2
1877,Englischen,3042.0,50.12,276.0,20.6,+,1.28,256.44
1878,Nummer,1464.0,24.12,133.0,9.93,+,1.28,123.15
1879,eidgenôssische,1733.0,28.55,158.0,11.79,+,1.28,144.91
1880,"10,000",1656.0,27.28,151.0,11.27,+,1.28,138.44
1881,inhaltes,548.0,9.03,50.0,3.73,+,1.27,45.76
1882,Katholik,1052.0,17.33,96.0,7.17,+,1.27,87.83
1883,Bekanntlich,1982.0,32.65,181.0,13.51,+,1.27,165.27
1884,Freier,2190.0,36.08,200.0,14.93,+,1.27,182.6
1885,gebeten,821.0,13.53,75.0,5.6,+,1.27,68.42
1886,Prof.,1432.0,23.59,131.0,9.78,+,1.27,119.06
1887,Besuche,1410.0,23.23,129.0,9.63,+,1.27,117.21
1888,haltung,2206.0,36.34,202.0,15.08,+,1.27,183.11
1889,Ühr,9337.0,153.82,855.0,63.82,+,1.27,775.04
1890,Schaar,819.0,13.49,75.0,5.6,+,1.27,67.97
1891,"100,000",818.0,13.48,75.0,5.6,+,1.27,67.75
1892,Aare,818.0,13.48,75.0,5.6,+,1.27,67.75
1893,Bisthum,1559.0,25.68,143.0,10.67,+,1.27,129.03
1894,Ordinariat,719.0,11.85,66.0,4.93,+,1.27,59.43
1895,Abbildungen,599.0,9.87,55.0,4.11,+,1.27,49.49
1896,stellung,8889.0,146.44,817.0,60.98,+,1.26,733.22
1897,flach,816.0,13.44,75.0,5.6,+,1.26,67.3
1898,gemeinnützigen,1175.0,19.36,108.0,8.06,+,1.26,96.91
1899,Schaaren,609.0,10.03,56.0,4.18,+,1.26,50.19
1900,II.,5105.0,84.1,470.0,35.08,+,1.26,419.86
1901,Blüht,912.0,15.02,84.0,6.27,+,1.26,74.95
1902,Min.,608.0,10.02,56.0,4.18,+,1.26,49.97
1903,Prüfungen,1704.0,28.07,157.0,11.72,+,1.26,139.96
1904,platten,618.0,10.18,57.0,4.25,+,1.26,50.67
1905,3t,585.0,9.64,54.0,4.03,+,1.26,47.9
1906,Russischen,747.0,12.31,69.0,5.15,+,1.26,61.09
1907,XVI.,638.0,10.51,59.0,4.4,+,1.26,52.07
1908,psr,778.0,12.82,72.0,5.37,+,1.25,63.42
1909,Heute,5098.0,83.99,472.0,35.23,+,1.25,415.26
1910,Katholiken,9876.0,162.7,917.0,68.45,+,1.25,800.53
1911,Freiem,549.0,9.04,51.0,3.81,+,1.25,44.46
1912,färben,2152.0,35.45,200.0,14.93,+,1.25,174.14
1913,Darstellungen,667.0,10.99,62.0,4.63,+,1.25,53.96
1914,Sang,699.0,11.52,65.0,4.85,+,1.25,56.51
1915,blatter,5360.0,88.3,501.0,37.4,+,1.24,429.46
1916,Residenz,631.0,10.4,59.0,4.4,+,1.24,50.52
1917,Gebet,2946.0,48.53,276.0,20.6,+,1.24,235.08
1918,Hochschule,1855.0,30.56,174.0,12.99,+,1.23,147.7
1919,Seide,1023.0,16.85,96.0,7.17,+,1.23,81.39
1920,Kloster,11690.0,192.59,1098.0,81.96,+,1.23,928.74
1921,Deütschlands,1469.0,24.2,138.0,10.3,+,1.23,116.66
1922,Gefangenen,1382.0,22.77,130.0,9.7,+,1.23,109.49
1923,Berns,839.0,13.82,79.0,5.9,+,1.23,66.36
1924,schof,551.0,9.08,52.0,3.88,+,1.23,43.4
1925,getreten,1833.0,30.2,173.0,12.91,+,1.23,144.37
1926,ggr,1356.0,22.34,128.0,9.55,+,1.23,106.77
1927,Geschaffen,857.0,14.12,81.0,6.05,+,1.22,67.33
1928,Italienische,804.0,13.25,76.0,5.67,+,1.22,63.15
1929,Schulwesen,2708.0,44.61,256.0,19.11,+,1.22,212.68
1930,meinte,972.0,16.01,92.0,6.87,+,1.22,76.17
1931,Gelbe,750.0,12.36,71.0,5.3,+,1.22,58.75
1932,Zugänglich,602.0,9.92,57.0,4.25,+,1.22,47.14
1933,Auflage,3304.0,54.43,313.0,23.36,+,1.22,258.51
1934,Zeitschrift,802.0,13.21,76.0,5.67,+,1.22,62.71
1936,Ämtsbezirke,1127.0,18.57,107.0,7.99,+,1.22,87.83
1937,Institutionen,695.0,11.45,66.0,4.93,+,1.22,54.14
1938,abstimmung,1116.0,18.39,106.0,7.91,+,1.22,86.91
1939,anderen,3976.0,65.5,378.0,28.21,+,1.22,309.13
1940,größeren,1630.0,26.85,155.0,11.57,+,1.21,126.67
1941,lautet,1693.0,27.89,161.0,12.02,+,1.21,131.56
1942,lische,809.0,13.33,77.0,5.75,+,1.21,62.77
1943,Pestalozzi,1764.0,29.06,168.0,12.54,+,1.21,136.71
1944,Weber,1764.0,29.06,168.0,12.54,+,1.21,136.71
1945,Freien,5952.0,98.06,567.0,42.32,+,1.21,461.1
1946,Kanzler,724.0,11.93,69.0,5.15,+,1.21,56.04
1947,feierlich,1322.0,21.78,126.0,9.4,+,1.21,102.32
1948,Unterscheidet,1794.0,29.56,171.0,12.76,+,1.21,138.83
1949,grüne,839.0,13.82,80.0,5.97,+,1.21,64.88
1950,Lieder,2231.0,36.76,213.0,15.9,+,1.21,172.14
1951,III.,3079.0,50.73,294.0,21.94,+,1.21,237.51
1952,beigeträgen,733.0,12.08,70.0,5.22,+,1.21,56.53
1953,uebereinkunft,911.0,15.01,87.0,6.49,+,1.21,70.25
1954,eignet,941.0,15.5,90.0,6.72,+,1.21,72.37
1956,Pfarreien,1306.0,21.52,125.0,9.33,+,1.21,100.31
1957,Znr,1963.0,32.34,188.0,14.03,+,1.2,150.61
1958,beiträge,3453.0,56.89,331.0,24.71,+,1.2,264.49
1959,Somit,4846.0,79.84,465.0,34.71,+,1.2,370.52
1960,Konkordat,645.0,10.63,62.0,4.63,+,1.2,49.16
1961,SeptemBer,4474.0,73.71,431.0,32.17,+,1.2,339.62
1962,Ausgeführt,2657.0,43.77,256.0,19.11,+,1.2,201.63
1963,erlassen,3081.0,50.76,297.0,22.17,+,1.2,233.59
1964,Gebote,1390.0,22.9,134.0,10.0,+,1.2,105.37
1965,Universität,3027.0,49.87,292.0,21.8,+,1.19,229.2
1966,dick,1223.0,20.15,118.0,8.81,+,1.19,92.57
1967,Alßbald,601.0,9.9,58.0,4.33,+,1.19,45.47
1968,Prälaten,777.0,12.8,75.0,5.6,+,1.19,58.77
1969,Lesern,1181.0,19.46,114.0,8.51,+,1.19,89.32
1970,Königreich,1605.0,26.44,155.0,11.57,+,1.19,121.28
1971,Vorträge,1904.0,31.37,184.0,13.73,+,1.19,143.69
1972,Un«,724.0,11.93,70.0,5.22,+,1.19,54.59
1973,WoBei,4840.0,79.74,468.0,34.93,+,1.19,364.9
1974,Hinten,1137.0,18.73,110.0,8.21,+,1.19,85.63
1975,zähne,1136.0,18.72,110.0,8.21,+,1.19,85.42
1976,weiteren,712.0,11.73,69.0,5.15,+,1.19,53.46
1977,Einstimmig,1083.0,17.84,105.0,7.84,+,1.19,81.24
1978,unserem,1257.0,20.71,122.0,9.11,+,1.19,94.11
1979,Vergangenheit,896.0,14.76,87.0,6.49,+,1.18,67.03
1980,pflanze,1967.0,32.41,191.0,14.26,+,1.18,147.14
1981,monarchie,1050.0,17.3,102.0,7.61,+,1.18,78.48
1982,folgendermaßen,885.0,14.58,86.0,6.42,+,1.18,66.11
1983,Maßstäbe,792.0,13.05,77.0,5.75,+,1.18,59.11
1984,Einfuhr,1028.0,16.94,100.0,7.46,+,1.18,76.64
1985,maximum,740.0,12.19,72.0,5.37,+,1.18,55.15
1986,Vorbildung,709.0,11.68,69.0,5.15,+,1.18,52.82
1987,Gewebe,637.0,10.49,62.0,4.63,+,1.18,47.44
1988,Gewitter,791.0,13.03,77.0,5.75,+,1.18,58.9
1989,Interessanten,606.0,9.98,59.0,4.4,+,1.18,45.11
1990,Laien,986.0,16.24,96.0,7.17,+,1.18,73.39
1991,Logische,1006.0,16.57,98.0,7.31,+,1.18,74.8
1992,er¬,4013.0,66.11,391.0,29.18,+,1.18,298.3
1993,schüler,21340.0,351.57,2082.0,155.4,+,1.18,1582.7
1994,Eidgenossenschaft,3525.0,58.07,344.0,25.68,+,1.18,261.25
1995,leiter,614.0,10.12,60.0,4.48,+,1.18,45.39
1996,seid,1420.0,23.39,139.0,10.38,+,1.17,104.64
1997,Aarwangen,1297.0,21.37,127.0,9.48,+,1.17,95.52
1998,Glau-,970.0,15.98,95.0,7.09,+,1.17,71.41
1999,Kirchlichen,6116.0,100.76,599.0,44.71,+,1.17,450.25
2000,dgl,1174.0,19.34,115.0,8.58,+,1.17,86.4
2001,Begonnen,1632.0,26.89,160.0,11.94,+,1.17,119.91
2002,theologie,3539.0,58.3,347.0,25.9,+,1.17,259.97
2003,sonntag,2757.0,45.42,271.0,20.23,+,1.17,201.58
2004,Standpunkte,1230.0,20.26,121.0,9.03,+,1.17,89.79
2005,Auswähl,2333.0,38.44,230.0,17.17,+,1.16,169.62
2006,Anspruch,4066.0,66.99,401.0,29.93,+,1.16,295.42
2007,Ueberall,689.0,11.35,68.0,5.08,+,1.16,49.99
2008,verwendet,4225.0,69.61,417.0,31.13,+,1.16,306.52
2009,herausgäbe,800.0,13.18,79.0,5.9,+,1.16,57.98
2010,benen,891.0,14.68,88.0,6.57,+,1.16,64.56
2011,stoff,4068.0,67.02,402.0,30.01,+,1.16,294.44
2012,Mit¬,708.0,11.66,70.0,5.22,+,1.16,51.19
2013,Leder,1001.0,16.49,99.0,7.39,+,1.16,72.34
2014,zählreich,2122.0,34.96,210.0,15.67,+,1.16,153.16
2015,Erwachsenen,1071.0,17.64,106.0,7.91,+,1.16,77.29
2016,Schüle,33271.0,548.13,3295.0,245.94,+,1.16,2399.04
2017,sänger,737.0,12.14,73.0,5.45,+,1.16,53.1
2018,trat,4865.0,80.15,482.0,35.98,+,1.16,350.4
2019,Herbste,918.0,15.12,91.0,6.79,+,1.15,66.05
2020,natür-,726.0,11.96,72.0,5.37,+,1.15,52.19
2022,zweiter,2398.0,39.51,238.0,17.76,+,1.15,172.13
2023,Erfreut,937.0,15.44,93.0,6.94,+,1.15,67.25
2024,erzählung,1299.0,21.4,129.0,9.63,+,1.15,93.14
2025,zerfallt,1117.0,18.4,111.0,8.29,+,1.15,79.98
2026,freie,4407.0,72.6,438.0,32.69,+,1.15,315.5
2027,Bd.,865.0,14.25,86.0,6.42,+,1.15,61.88
2028,bei-,1467.0,24.17,146.0,10.9,+,1.15,104.74
2029,jeweilen,1075.0,17.71,107.0,7.99,+,1.15,76.74
2030,insbesondere,4376.0,72.09,436.0,32.54,+,1.15,311.78
2031,Stattfinden,1655.0,27.27,165.0,12.32,+,1.15,117.77
2032,Letztes,672.0,11.07,67.0,5.0,+,1.15,47.81
2033,Erschienen,4443.0,73.2,443.0,33.07,+,1.15,316.11
2035,Deutschen,11244.0,185.24,1123.0,83.82,+,1.14,797.45
2036,aKt,940.0,15.49,94.0,7.02,+,1.14,66.5
2037,weihe,830.0,13.67,83.0,6.2,+,1.14,58.72
2038,Standpunkt,1597.0,26.31,160.0,11.94,+,1.14,112.56
2039,fr.,49257.0,811.5,4936.0,368.43,+,1.14,3472.48
2040,lauten,1257.0,20.71,126.0,9.4,+,1.14,88.51
2041,geschick,788.0,12.98,79.0,5.9,+,1.14,55.47
2042,Ausgesprochen,3238.0,53.35,325.0,24.26,+,1.14,227.42
2043,blatt,3203.0,52.77,322.0,24.03,+,1.13,224.26
2044,kirchlicher,925.0,15.24,93.0,6.94,+,1.13,64.75
2045,Stahl,725.0,11.94,73.0,5.45,+,1.13,50.6
2046,ben,21313.0,351.13,2146.0,160.18,+,1.13,1487.97
2047,eingerâumt,843.0,13.89,85.0,6.34,+,1.13,58.68
2048,Kämpfen,1289.0,21.24,130.0,9.7,+,1.13,89.68
2049,Lebhaften,743.0,12.24,75.0,5.6,+,1.13,51.6
2050,„,227709.0,3751.45,23013.0,1717.73,+,1.13,15823.19
2051,Kirchgemeinde,1602.0,26.39,162.0,12.09,+,1.13,110.87
2052,Beitragen,2106.0,34.7,213.0,15.9,+,1.13,145.71
2053,RaPpen,1265.0,20.84,128.0,9.55,+,1.13,87.44
2054,Eingäbe,662.0,10.91,67.0,5.0,+,1.12,45.74
2055,Kapuziner,810.0,13.34,82.0,6.12,+,1.12,55.94
2056,bietet,2696.0,44.42,273.0,20.38,+,1.12,186.09
2057,Scharfen,780.0,12.85,79.0,5.9,+,1.12,53.81
2058,engern,1055.0,17.38,107.0,7.99,+,1.12,72.59
2059,BetrieB,897.0,14.78,91.0,6.79,+,1.12,61.68
2060,Vorliegende,887.0,14.61,90.0,6.72,+,1.12,60.98
2061,Angelegenheit,2569.0,42.32,261.0,19.48,+,1.12,176.16
2062,schweizerischer,935.0,15.4,95.0,7.09,+,1.12,64.1
